,global_sentiment_score,global_sentiment_category,market_relevance_score,Banks_sentiment_score,Banks_relevance_score,Oil & Gas_sentiment_score,Oil & Gas_relevance_score,Technology_sentiment_score,Technology_relevance_score,Healthcare_sentiment_score,Healthcare_relevance_score,Utilities_sentiment_score,Utilities_relevance_score,key_points,keywords
0,0.6,Positive,1.0,0.7,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,"The ECB is exploring the possibility of a digital euro but has not yet decided to implement it. | The digital euro would complement cash, not replace it. | Concerns about negative interest rates and displacement of banking intermediation are unfounded. | The digital euro aims to provide a secure and modern means of payment for Europeans. | The ECB is committed to ensuring the digital euro respects privacy and is user-friendly.",digital euro | ECB | cash | monetary policy | financial stability
0,0.8,Positive,1.0,0.7,1.0,0.0,0.0,0.9,1.0,0.0,0.0,0.0,0.0,Almost half of euro area adults prefer to pay digitally. | Cash remains the most frequently used means of payment for in-person transactions. | Digital payments support the growth of e-commerce and connected lifestyles. | Cash provides a crucial backstop during disruptions and ensures inclusion. | A digital euro could complement cash and enhance payment options.,digital payments | cash | euro area | digital euro | payment survey
0,0.8,Positive,1.0,0.6,1.0,0.0,0.0,0.7,1.0,0.0,0.0,0.0,0.0,Digitalisation is transforming payment methods in Europe. | The ECB is considering issuing a digital euro as a response to changing payment preferences. | A digital euro would complement cash and enhance financial inclusion. | Public consultation will be launched to gather opinions on the digital euro. | The digital euro aims to maintain trust and stability in the European financial system.,digital euro | payment methods | financial inclusion | ECB | digitalisation
0,0.5,Neutral,1.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Net position of the Eurosystem in foreign currency decreased by EUR 0.1 billion. | Net lending to credit institutions fell by EUR 5.3 billion. | Claims on non-euro area residents decreased by EUR 2.4 billion. | Base money increased by EUR 27.4 billion. | Details on monetary policy securities portfolios provided.,Eurosystem | foreign currency | net lending | base money | monetary policy
0,0.4,Negative,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Overall credit terms tightened slightly from March 2021 to May 2021. | Tightening attributed to deterioration in market liquidity and decreased risk appetite. | Expectations for further tightening of credit terms in the upcoming review period. | Significant easing of credit terms in securities financing markets. | Increased initial margin requirements for all OTC derivatives.,credit terms | securities financing | OTC derivatives | market liquidity | margin requirements
0,0.6,Positive,1.0,0.7,1.0,0.2,0.0,0.5,0.5,0.4,0.0,0.3,0.0,"Quarterly survey on credit terms in euro-denominated markets initiated by the Eurosystem. | Focus on large banks and their credit terms for securities financing and OTC derivatives. | Survey aims to enhance financial stability and inform monetary policy. | Confidentiality maintained for individual institution data, only aggregate results published. | Survey includes various counterparty types and collateral types to assess market conditions.",credit terms | euro-denominated | securities financing | OTC derivatives | financial stability
0,0.4,Negative,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Overall credit terms and conditions tightened slightly from March 2021 to May 2021. | Credit terms for banks, dealers, hedge funds, and sovereigns remained unchanged. | Deterioration in market liquidity and decreased risk appetite contributed to less favorable price terms. | Expectations for further tightening of credit terms over the June 2021 to August 2021 period. | Significant easing of financing conditions for various collateral types reported.",credit terms | market liquidity | OTC derivatives | financing conditions | collateral types
0,0.6,Positive,1.0,0.5,1.0,0.2,0.0,0.7,0.5,0.4,0.0,0.3,0.0,"Total debt securities issued by euro area residents increased to 19,362.4 billion EUR. | Outstanding amounts in euro showed a positive growth rate of 7.9% in May 2021. | Short-term debt securities decreased, indicating a shift towards long-term securities. | General government debt securities increased significantly, reflecting fiscal responses to economic conditions. | Annual growth rates of outstanding amounts indicate a recovery trend in the euro area.",debt securities | euro area | financial markets | growth rates | government debt
0,0.6,Positive,1.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Annual growth rates of debt securities issued by euro area residents show positive trends. | Long-term fixed rate securities are a significant component of the market. | General government and monetary financial institutions are key sectors in debt issuance. | Listed shares issued by euro area residents also reflect growth. | The data covers a period from 2006 to 2021, indicating long-term trends.",debt securities | euro area | growth rates | financial institutions | listed shares
0,0.8,Positive,1.0,0.7,1.0,0.2,0.5,0.6,0.5,0.4,0.0,0.5,0.5,Introduction of technical assumptions on carbon pricing for forecasting. | Integration of climate risks into ECB's macroeconomic models. | Development of indicators on green financial instruments. | Assessment of market biases and proposals for alternative monetary policy benchmarks. | Implementation of climate stress-testing for banks.,climate change | carbon pricing | macroeconomic projections | green finance | stress testing
0,0.5,Neutral,1.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Increase of EUR 15.5 billion in gold and gold receivables due to quarterly revaluation adjustments. | Net position of the Eurosystem in foreign currency decreased by EUR 2.3 billion. | Net lending to credit institutions decreased by EUR 102.7 billion. | Base money increased by EUR 68.8 billion. | Quarter-end revaluation of assets and liabilities in line with harmonised accounting rules.,Eurosystem | gold | foreign currency | monetary policy | revaluation
0,0.6,Positive,1.0,0.7,1.0,0.4,0.5,0.5,0.5,0.3,0.0,0.4,0.5,"Households' gross disposable income has shown a slight increase. | Consumption expenditure has decreased significantly. | Gross saving rates have increased, indicating a shift towards saving. | Financial investments have seen substantial growth, particularly in currency and deposits. | Non-financial corporations are experiencing a decline in gross value added.",gross disposable income | consumption expenditure | gross saving | financial investment | non-financial corporations
0,0.6,Positive,1.0,0.7,1.0,0.2,0.0,0.5,0.5,0.3,0.0,0.4,0.0,"Households' gross disposable income shows positive growth trends. | Non-financial investment by households is increasing, indicating economic confidence. | Net worth of households is growing, reflecting improved financial health. | Non-financial corporations are experiencing fluctuations in net entrepreneurial income. | Investment trends in non-financial corporations suggest cautious optimism.",households | gross disposable income | non-financial investment | net worth | entrepreneurial income
0,0.6,Positive,1.0,0.5,1.0,0.4,1.0,0.6,1.0,0.5,0.5,0.5,0.5,Global inflation is rising with marked cross-country differences. | Large swings in commodity prices are causing base effects in energy price inflation. | There is an unusual rise in global underlying inflation amid abundant slack. | Re-opening dynamics are creating base effects in services prices. | Strong expansion in the manufacturing sector is causing supply shortages.,inflation | commodity prices | energy | manufacturing | consumer confidence
0,0.6,Positive,1.0,0.7,1.0,0.4,0.5,0.5,0.5,0.3,0.0,0.6,1.0,"The report emphasizes the importance of granular data for assessing physical and transition risks in the banking sector. | Flood risk is highlighted as a significant physical risk driver in Europe, necessitating detailed modeling and data analysis. | The EU regulatory framework on climate-related disclosures is evolving to improve data availability and consistency. | Transition risks are assessed through sectoral approaches and emissions-based methods, with a focus on climate policy-relevant sectors. | The report calls for enhanced public-private partnerships to collect and share climate-related data.",climate risk | financial stability | physical risks | transition risks | EU regulatory framework | data granularity | flood risk | banking sector | sustainable finance | emissions
0,0.6,Positive,1.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Net position of the Eurosystem in foreign currency increased by EUR 0.1 billion. | Net lending to credit institutions decreased by EUR 43.4 billion. | Claims on non-euro area residents increased by EUR 3 billion. | Base money increased by EUR 108.4 billion. | Details on monetary policy securities portfolios provided.,Eurosystem | foreign currency | net lending | base money | monetary policy
0,0.6,Positive,1.0,0.7,1.0,0.2,0.0,0.5,0.5,0.3,0.0,0.4,0.0,"M3 money supply in the euro area shows a growth rate of 10.0% in May 2021. | Credit to the private sector has increased, indicating a positive trend in lending. | Deposits placed by households and non-financial corporations have shown significant growth. | The overall monetary developments suggest a stable economic environment in the euro area. | The data reflects adjustments for seasonal effects, providing a clearer picture of monetary trends.",M3 money supply | credit growth | deposits | monetary developments | euro area
0,0.6,Positive,1.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Net position of the Eurosystem in foreign currency increased by EUR 0.7 billion. | Net lending to credit institutions rose by EUR 214.1 billion. | Base money decreased by EUR 87.2 billion. | Significant changes in various monetary policy securities portfolios. | Public sector purchase programme reported a weekly increase of EUR 6.5 billion.,Eurosystem | foreign currency | net lending | monetary policy | purchase programme
0,0.7,Positive,1.0,0.6,1.0,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"The ECB maintains a very accommodative monetary policy to support economic recovery. | Vaccination progress in the EU is improving economic prospects. | Inflation is expected to rise temporarily due to various factors, including energy prices. | The ECB's strategy review is ongoing, focusing on adapting to the current economic landscape. | The ECB emphasizes the importance of coordinated fiscal and monetary policies.",monetary policy | inflation | economic recovery | ECB strategy review | fiscal support
0,0.5,Neutral,1.0,0.5,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,"Total assets of euro area pension funds reached 3,105 billion euros in Q1 2021. | Technical reserves account for a significant portion of liabilities, totaling 2,684 billion euros. | Investment fund shares have shown a steady increase in value over the reported periods. | Loans and debt securities have fluctuated, indicating varying investment strategies. | Net worth of pension funds improved significantly from -11 billion euros in Q3 2020 to 183 billion euros in Q1 2021.",pension funds | assets | liabilities | investment | euro area
0,0.6,Positive,1.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Net position of the Eurosystem in foreign currency increased by EUR 1.2 billion. | Net lending to credit institutions fell by EUR 8.3 billion. | Base money rose by EUR 13.1 billion. | Public sector purchase programme reported an increase of EUR 8.0 billion. | Pandemic emergency purchase programme saw a weekly change of EUR 18.1 billion.,Eurosystem | foreign currency | net lending | base money | monetary policy
0,0.6,Positive,1.0,0.7,1.0,0.4,0.5,0.5,0.5,0.3,0.0,0.4,0.5,Total debt securities issued by euro area residents increased significantly. | The majority of debt securities are issued in euros. | Short-term debt securities show a notable increase in issuance. | Long-term debt securities also reflect positive growth trends. | General government debt securities have seen substantial growth.,debt securities | euro area | issuance | financial markets | growth rates
0,0.6,Positive,1.0,0.7,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,"Annual growth rates of debt securities issued by euro area residents show positive trends. | Long-term fixed rate securities are a significant component of the market. | Growth rates vary by sector, with general government and financial institutions leading. | Listed shares also show growth, indicating a healthy equity market. | The data reflects the overall stability and growth potential in the euro area.",debt securities | euro area | growth rates | financial institutions | listed shares
0,0.6,Positive,1.0,0.7,1.0,0.2,0.5,0.5,0.5,0.4,0.5,0.3,0.5,"Euro area projected to recover with a GDP growth of 4.6% in 2021. | Unemployment rate expected to decrease gradually to 7.4% by 2023. | Inflation rates are projected to rise but remain below 2% in the coming years. | Individual countries show varied recovery rates, with Ireland and Belgium leading. | The projections are based on data available until May 2021.",GDP growth | unemployment | inflation | economic recovery | Euro area
0,0.6,Positive,1.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Net position of the Eurosystem in foreign currency increased by EUR 0.8 billion. | Net lending to credit institutions rose by EUR 22.2 billion. | Base money increased by EUR 89.3 billion. | Public sector purchase programme reported an increase of EUR 8.1 billion. | Pandemic emergency purchase programme saw a rise of EUR 21.3 billion.,Eurosystem | foreign currency | net lending | base money | monetary policy
0,0.6,Positive,1.0,0.7,1.0,0.3,0.5,0.5,0.5,0.4,0.5,0.4,0.5,"The euro's share in global foreign exchange reserves has shown a steady increase. | Non-euro area EU member states are increasingly holding euro-denominated assets. | The euro is becoming a more significant currency in international debt markets. | Countries with exchange rate regimes linked to the euro are expanding. | The euro's role in international trade is growing, particularly in goods and services.",euro | foreign exchange reserves | international debt markets | trade | currency composition
0,0.6,Positive,1.0,0.5,1.0,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,"Total assets of euro area insurance corporations increased to €9,040 billion in Q1 2021. | Debt securities issued by euro area residents accounted for a significant portion of total assets. | Equity investments showed a positive trend with listed shares increasing to €238 billion. | Claims incurred by insurance corporations rose to €835 billion in 2020. | Acquisition expenses remained stable at €119 billion in 2020.",assets | liabilities | insurance corporations | premiums | claims
0,0.5,Neutral,1.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Gold and gold receivables decreased by EUR 101 million due to a sale for a commemorative coin. | Net position in foreign currency increased by EUR 0.5 billion to EUR 310.8 billion. | Net lending to credit institutions fell by EUR 20.4 billion to EUR 1,346.8 billion. | Base money decreased by EUR 14.8 billion to EUR 5,732.1 billion. | Monetary policy securities portfolios reported various changes in value and purchases.",gold | eurosystem | net lending | monetary policy | financial statement
0,0.6,Positive,1.0,0.7,1.0,0.2,0.0,0.5,0.5,0.4,0.5,0.3,0.0,"The survey aims to assess financing needs and availability among enterprises. | Responses will inform policy decisions by the European Commission and ECB. | Focus on small, medium-sized, and large non-financial enterprises. | Confidentiality of responses is assured for statistical purposes. | The survey is part of a broader initiative to improve access to finance.",access to finance | European Commission | European Central Bank | enterprises | financing needs
0,0.5,Neutral,1.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"SMEs reported a deterioration in turnover and profits, but less severe than in the first wave of the pandemic. | There was a significant increase in the cost of materials and energy for SMEs. | SMEs expect turnover to increase over the next six months, indicating optimism. | Concerns about access to finance remain low, with a slight decline in the availability of bank loans for micro firms. | Government support measures have been crucial for SMEs in meeting obligations during the pandemic.",SMEs | turnover | profits | economic recovery | government support
0,0.5,Neutral,1.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Euro area SMEs reported a decline in turnover and profits, but less severe than in previous rounds. | Concerns about access to finance are low overall, with notable exceptions in Greece. | Demand for bank loans and credit lines has increased moderately, but overall availability has slightly declined. | Government support measures have been crucial for SMEs in meeting short-term obligations. | Expectations for economic recovery and increased turnover in the coming months are noted.",SMEs | bank loans | external financing | government support | economic recovery
0,0.6,Positive,1.0,0.7,1.0,0.2,0.0,0.5,0.5,0.3,0.0,0.4,0.0,"M3 money supply growth rate is at 12.3% in April 2021. | Credit to the private sector shows a growth rate of 5.0%. | Deposits placed by households increased, indicating consumer confidence. | Loans to non-financial corporations decreased, suggesting potential economic challenges. | Overall monetary developments indicate a stable financial environment.",M3 | money supply | credit growth | deposits | loans
0,0.6,Positive,1.0,0.7,1.0,0.4,0.5,0.5,0.5,0.3,0.0,0.4,0.5,The ECB is focusing on wider societal issues beyond price stability. | There is a notable decline in trust in the ECB post-global financial crisis. | The ECB's balance sheet has expanded significantly due to unconventional monetary policies. | Environmental protection is becoming integrated into the ECB's policies. | Public responses to ECB surveys indicate a strong interest in climate change and social progress.,central bank independence | ECB balance sheet | price stability | climate change | societal responsibility
0,0.5,Neutral,1.0,0.6,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,The article provides detailed tables on the quality criteria of financial accounts data. | It includes accessibility and clarity metrics for various countries in the euro area. | The internal consistency of financial data is assessed with high satisfaction rates across euro area countries. | The report highlights the importance of methodological documentation for quality indicators. | It discusses the reliability of data revisions and their implications for financial reporting.,financial accounts | quality criteria | accessibility | internal consistency | data revisions
0,0.6,Positive,1.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The number of local units and employees in domestic credit institutions has been declining in several EU countries. | The Herfindahl index indicates a concentration of banking assets, with some countries showing increasing concentration. | Total assets under management by insurance corporations and pension funds have shown significant growth in various EU countries. | The data reflects the impact of the UK's withdrawal from the EU on the banking sector. | Overall, the banking sector in the EU is experiencing structural changes and concentration trends.",credit institutions | local units | Herfindahl index | total assets | EU banking sector
0,0.5,Neutral,1.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Net position of the Eurosystem in foreign currency increased by EUR 0.5 billion. | Net lending to credit institutions fell by EUR 8.1 billion. | Base money decreased by EUR 20.1 billion. | Public sector purchase programme reported a weekly change of EUR 6.4 billion. | Pandemic emergency purchase programme saw a weekly change of EUR 23.7 billion.,Eurosystem | foreign currency | net lending | base money | monetary policy
0,0.6,Positive,1.0,0.5,1.0,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,"Investment funds in the euro area showed a positive annual growth rate. | Equity funds experienced significant inflows, indicating strong investor interest. | Bond funds had a slight decrease in gross redemptions, suggesting stability. | Money market funds faced outflows, reflecting changing investor preferences. | Overall, the total assets of investment funds increased, indicating a healthy market.",investment funds | euro area | annual growth | equity funds | bond funds
0,0.5,Neutral,1.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Total assets of euro area financial vehicle corporations amount to €2,115 billion. | Deposits and loan claims with euro area MFIs show a decline in Q1 2021. | Debt securities issued by financial vehicle corporations are significant, totaling €1,594 billion. | Loans and deposits received decreased by 4.1% in the latest quarter. | Capital and reserves have shown a notable decline of 11.2%.",euro area | financial vehicle corporations | assets | liabilities | debt securities
0,0.4,Negative,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Financial stability risks are concentrated in specific sectors and countries. | Higher corporate debt burden in service-oriented countries could pressure governments and banks. | Policy support has helped reduce corporate insolvencies but may lead to higher rates post-support. | Concerns about overvaluation in financial markets and residential real estate. | Climate change poses risks to financial stability and requires enhanced disclosures and standards.,financial stability | corporate debt | policy support | insolvency rates | climate change
0,0.4,Negative,1.0,0.5,1.0,0.0,0.0,0.6,0.5,0.5,0.5,0.4,0.5,"The pandemic continues to impose significant economic costs, particularly in the services, leisure, and travel sectors. | Vaccination programs are progressing, providing hope for economic recovery. | Financial markets are buoyed by expectations of an upswing, but risks remain due to high debt levels. | Corporate insolvencies are expected to rise as public support measures fade. | The banking sector faces profitability challenges and potential asset quality deterioration.",coronavirus | economic recovery | financial stability | corporate insolvencies | bank profitability | vaccination | debt levels | market sentiment
0,0.5,Neutral,1.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Net position of the Eurosystem in foreign currency increased by EUR 0.6 billion. | Net lending to credit institutions fell by EUR 64.9 billion. | Base money decreased by EUR 12.1 billion. | Details of securities held for monetary policy purposes provided. | Monetary policy securities portfolios reported various changes.,Eurosystem | foreign currency | net lending | base money | monetary policy
0,0.6,Positive,1.0,0.5,1.0,0.2,0.0,0.7,0.5,0.4,0.0,0.3,0.0,"Total debt securities issued by euro area residents increased to 19,272.9 billion EUR. | Annual growth rates of outstanding amounts show a positive trend. | Short-term debt securities have seen fluctuations in net issues. | Long-term debt securities continue to dominate the market. | General government debt has increased significantly.",debt securities | euro area | market growth | financial sectors | government debt
0,0.6,Positive,1.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Annual growth rates of debt securities issued by euro area residents show positive trends. | Long-term fixed rate securities have seen significant issuance growth. | Monetary financial institutions are leading in debt securities issuance. | Non-financial corporations are also contributing to the growth in securities. | Listed shares issued by euro area residents are experiencing growth across sectors.,debt securities | euro area | issuance growth | financial institutions | listed shares
0,0.5,Neutral,1.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Net position of the Eurosystem in foreign currency assets remained unchanged at EUR 309.3 billion. | Net lending to credit institutions fell by EUR 63.6 billion to EUR 1,440.2 billion. | Base money increased by EUR 88.4 billion to EUR 5,779 billion. | Monetary policy securities portfolios reported various changes in value and purchases. | The article provides a detailed breakdown of securities held for monetary policy purposes.",Eurosystem | foreign currency assets | net lending | base money | monetary policy
0,0.6,Positive,1.0,0.7,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,"The guideline amends the implementation of the Eurosystem monetary policy framework. | Credit institutions will be subject to additional own funds requirements starting June 28, 2021. | Non-compliance with own funds requirements can lead to limited access to Eurosystem monetary policy operations. | The guideline emphasizes the importance of financial soundness for counterparties. | National central banks must comply with the guideline and notify the ECB by June 1, 2021.",Eurosystem | monetary policy | own funds requirements | financial soundness | credit institutions
0,0.6,Positive,1.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Net position of the Eurosystem in foreign currency assets increased by 0.2 billion to EUR 309.3 billion. | Net lending to credit institutions rose by EUR 114.7 billion to EUR 1,503.8 billion. | Base money increased by EUR 56.6 billion to EUR 5,690.6 billion. | Monetary policy securities portfolios reported significant weekly changes. | Public sector purchase programme remains the largest at EUR 2,393.2 billion.",Eurosystem | foreign currency assets | net lending | base money | monetary policy
0,0.5,Neutral,1.0,0.6,1.0,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"Net disposable income in the euro area showed fluctuations over the quarters. | Household consumption expenditure decreased significantly in recent quarters. | Net saving for households increased, indicating a potential shift in financial behavior. | Gross fixed capital formation has seen a decline, particularly in non-financial corporations. | General government net borrowing has increased, reflecting fiscal pressures.",disposable income | consumption expenditure | net saving | capital formation | government borrowing
0,0.6,Positive,1.0,0.5,1.0,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,"Growth of euro area net disposable income shows positive trends. | Households and non-financial corporations are key contributors to economic growth. | Gross fixed capital formation is increasing, indicating investment confidence. | Households' gross disposable income has seen significant changes in recent years. | Non-financial corporations are experiencing fluctuations in net entrepreneurial income.",euro area | net disposable income | gross fixed capital formation | non-financial corporations | households
0,0.7,Positive,1.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Euro money market activity is concentrated in secured and foreign exchange swap segments. | Secured interest rates backed by collateral have converged across euro area countries. | The secured segment showed resilience during the COVID-19 pandemic. | ECB monetary policy measures successfully alleviated disruptions in affected money market segments. | The study provides an overview of key developments in five market segments.,euro money market | secured segment | foreign exchange swaps | monetary policy | COVID-19
0,0.2,Negative,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.0,0.0,0.0,0.0,Menu navigation suggestion | Search function recommendation | Contact web team for assistance,menu | search function | web team | problems | assistance
0,0.6,Positive,1.0,0.7,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,"M3 money supply increased by 12.5% annually in March 2021. | Credit to the private sector showed a growth rate of 5.1%. | Deposits placed by households increased, indicating consumer confidence. | Loans to non-financial corporations rose significantly, suggesting business expansion. | Overall monetary developments indicate a positive trend in the Euro area.",M3 | money supply | credit growth | deposits | loans
0,0.6,Positive,1.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Net position of the Eurosystem in foreign currency increased by 0.9 billion to EUR 309.1 billion. | Net lending to credit institutions decreased by EUR 12.9 billion to EUR 1,389.1 billion. | Base money increased by EUR 2.3 billion to EUR 5,634 billion. | Public sector purchase programme reported a value of EUR 2,391.3 billion with a weekly change of EUR 9.7 billion. | Pandemic emergency purchase programme increased by EUR 25.0 billion.",Eurosystem | foreign currency | net lending | base money | monetary policy
0,0.5,Neutral,1.0,0.6,1.0,0.4,1.0,0.5,0.5,0.3,0.5,0.4,0.5,HICP inflation expectations revised upward for 2021 to 1.6. | GDP growth expectations revised down for 2021 but up for 2022. | Unemployment expectations revised down for 2021-2023. | Indicators of uncertainty surrounding macroeconomic variables eased but remained elevated. | Longer-term inflation expectations for 2025 unchanged at 1.7.,inflation | GDP growth | unemployment | macroeconomic expectations | uncertainty
0,0.6,Positive,1.0,0.7,1.0,0.2,0.5,0.5,0.5,0.4,0.5,0.3,0.5,HICP inflation expectations revised upward for 2021. | GDP growth expectations revised down for 2021 but up for 2022. | Unemployment rate expectations revised down for 2021-2023. | Longer-term inflation expectations remain unchanged. | Indicators of uncertainty surrounding macroeconomic variables eased but remain elevated.,inflation | GDP growth | unemployment | macroeconomic expectations | ECB survey
0,0.5,Neutral,1.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Net position of the Eurosystem in foreign currency assets remained unchanged at EUR 308.2 billion. | Net lending to credit institutions increased by EUR 38.4 billion to EUR 1,402.1 billion. | Base money decreased by EUR 31.5 billion to EUR 5,631.7 billion. | Public sector purchase programme reported a weekly change of EUR 10.0 billion. | Pandemic emergency purchase programme saw a weekly change of EUR 28.4 billion.",Eurosystem | foreign currency assets | net lending | base money | monetary policy
0,0.6,Positive,1.0,0.7,1.0,0.2,0.0,0.5,0.5,0.3,0.0,0.4,0.0,Credit standards for loans to enterprises have tightened somewhat. | Demand for loans from small and medium-sized enterprises has decreased. | Competition from other banks has increased pressure on credit standards. | The overall economic situation is perceived as a risk factor for lending. | Expectations for future credit standards indicate a potential easing.,credit standards | loan demand | economic outlook | bank competition | lending policy
0,0.5,Neutral,1.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Credit standards tightened moderately for loans to enterprises. | Slight easing of credit standards for loans to households for house purchases. | Expectations of tightening credit standards for loans to firms and households in Q2 2021. | Decline in demand for loans from firms due to pandemic-related impacts. | ECB's monetary policy measures positively impacted bank liquidity and lending volumes.,bank lending survey | credit standards | loans to enterprises | ECB monetary policy | pandemic impact
0,0.6,Positive,1.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Euro area banks reported a moderate net tightening of credit standards for loans to firms in Q1 2021. | The net tightening was lower than expected and followed significant tightening in previous quarters. | Banks expect a rebound in firms' loan demand in Q2 2021. | A small net percentage of banks reported an easing of credit standards for housing loans. | Banks expect a net tightening of credit standards for consumer credit in Q2 2021.,bank lending survey | credit standards | loan demand | monetary policy | ECB
0,0.8,Positive,1.0,0.7,1.0,0.0,0.0,0.9,1.0,0.0,0.0,0.0,0.0,"The Eurosystem is exploring privacy-enhancing techniques in central bank digital currencies (CBDCs). | A proof of concept was developed to allow low-risk payments while monitoring for illicit activities. | Privacy measures include cryptographic techniques and data segregation to protect user identities. | The ECB is collaborating with the Bank of Japan on privacy and auditability in distributed ledger environments. | Future work will balance privacy, security, efficiency, and compliance with regulations.",privacy-enhancing techniques | central bank digital currencies | Eurosystem | cryptographic techniques | digital euro
0,0.6,Positive,1.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Overall credit terms slightly eased from December 2020 to February 2021. | Easing was most pronounced for banks and dealers, attributed to improved market liquidity. | Hedge funds saw unchanged credit terms, while investment firms experienced a decrease in leverage use. | Demand for funding weakened across all collateral types, particularly for government and corporate bonds. | Expectations for credit terms remain broadly unchanged for the upcoming period.",credit terms | euro-denominated | securities financing | OTC derivatives | market liquidity
0,0.6,Positive,1.0,0.7,1.0,0.2,0.0,0.5,0.5,0.4,0.0,0.3,0.0,"Quarterly survey on credit terms in euro-denominated markets initiated by the Eurosystem. | Focus on large banks and their credit terms for securities financing and OTC derivatives. | Survey aims to enhance financial stability and inform monetary policy. | Confidentiality maintained for individual institution data, with only aggregate results published. | Survey includes various counterparty types and collateral types to assess market conditions.",credit terms | securities financing | OTC derivatives | Eurosystem | financial stability
0,0.6,Positive,1.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Overall credit terms and conditions slightly eased from December 2020 to February 2021. | Easing of credit terms was most pronounced for banks and dealers. | Improvement in market liquidity and increased competition contributed to easing credit terms. | Demand for funding of all collateral types continued to weaken. | Maximum maturity of funding against euro-denominated collateral increased.,credit terms | market liquidity | euro-denominated collateral | hedge funds | OTC derivatives
0,0.6,Positive,1.0,0.5,1.0,0.2,0.0,0.7,0.5,0.4,0.0,0.3,0.0,"Total debt securities issued by euro area residents increased to 19,077.0 billion EUR. | Outstanding amounts in euro have shown consistent growth. | Short-term debt securities have seen fluctuations in net issues. | Long-term debt securities continue to dominate the market. | Annual growth rates indicate a positive trend in the issuance of debt securities.",debt securities | euro area | market growth | financial statistics | issuance trends
0,0.6,Positive,1.0,0.7,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,Annual growth rates of debt securities issued by euro area residents show positive trends. | Long-term fixed rate securities have seen significant issuance growth. | Monetary financial institutions are leading in debt securities issuance. | Non-financial corporations are also contributing to the growth in securities. | Listed shares issued by euro area residents have shown a steady increase.,debt securities | euro area | issuance growth | financial institutions | listed shares
